identifier,digital_origin,form,language,language_of_cataloging,identifier 2,identifier 3,object_in_context,physicalDescription_note,part_detail_title,subject_temporal,subject_geographic,item_type,date_text,date_single_start,title,title_of_part,rights,repository,name,place_of_origin,publisher,project_title,project_url,project_abstract,record_source,file_thumbnail_URL
sanborn_244,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:244,sanborn_knoxville1917_0111,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A244,100 ft./inch,District-Ward 106,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 106,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A244/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%20106.jpg
sanborn_124,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:124,sanborn_knoxville1903_0068,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A124,50 ft./inch,District-Ward 62,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 62,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A124/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2062.jpg
sanborn_1052,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1052,sanborn_knoxville1890_0039,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1052,50 ft./inch,District-Ward 38,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 38,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1052/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2038.jpg
sanborn_1099,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1099,sanborn_knoxville1903_0043,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1099,50 ft./inch,District-Ward 37,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 37,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1099/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2037.jpg
sanborn_1215,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1215,sanborn_knoxville1917_0082,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1215,100 ft./inch,District-Ward 77,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 77,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1215/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2077.jpg
sanborn_110,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:110,sanborn_knoxville1903_0054,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A110,50 ft./inch,District-Ward 48,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 48,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A110/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2048.jpg
sanborn_1034,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1034,sanborn_knoxville1890_0021,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1034,50 ft./inch,District-Ward 20,1890,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1890,1890,Knoxville -- 1890,Sheet 20,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1034/datastream/TN/view/Knoxville%20--%201890%20--%20Sheet%2020.jpg
sanborn_1059,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1059,sanborn_knoxville1903_0003,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1059,50 ft./inch,,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Street Index,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1059/datastream/TN/view/Knoxville%20--%201903%20--%20Street%20Index.jpg
sanborn_187,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:187,sanborn_knoxville1917_0054,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A187,50 ft./inch,District-Ward 49,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 49,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A187/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2049.jpg
sanborn_189,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:189,sanborn_knoxville1917_0056,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A189,50 ft./inch,District-Ward 51,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 51,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A189/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2051.jpg
sanborn_83,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:83,sanborn_knoxville1903_0027,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A83,50 ft./inch,District-Ward 22,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 22,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A83/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2022.jpg
sanborn_1167,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:1167,sanborn_knoxville1917_0034,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1167,50 ft./inch,District-Ward 29,1917,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1917,1917,Knoxville -- 1917,Sheet 29,Public domain.,"University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A1167/datastream/TN/view/Knoxville%20--%201917%20--%20Sheet%2029.jpg
sanborn_120,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:120,sanborn_knoxville1903_0064,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A120,50 ft./inch,District-Ward 58,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 58,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A120/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2058.jpg
sanborn_94,reformatted digital,maps (documents) | http://vocab.getty.edu/aat/300028094,eng,eng,sanborn:94,sanborn_knoxville1903_0038,http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A94,50 ft./inch,District-Ward 33,1903,"Knoxville (Tenn.) | URI: http://id.loc.gov/authorities/names/n79109786 | Coordinates: 35.96064, -83.92074",cartographic,1903,1903,Knoxville -- 1903,Sheet 33,"The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.","University of Tennessee, Knoxville. Special Collections",Sanborn Map & Publishing Co. | URI: http://id.loc.gov/authorities/names/no97057603 | Role: Creator | Role URI: http://id.loc.gov/vocabulary/relators/cre,New York,"Sanborn Map & Publishing Co., Ltd",Sanborn Fire Insurance Maps Collection,http://digital.lib.utk.edu/collections/sanbornmapcollection,"The Sanborn Fire Insurance Maps are a large-scale representation of the growth and layout of American cities. The University of Tennessee Libraries' collection currently provides digital versions of the four earliest sets of Knoxville maps - 1884, 1890, 1903, and 1917.","University of Tennessee, Knoxville. Libraries",http://digital.lib.utk.edu/collections/islandora/object/sanborn%3A94/datastream/TN/view/Knoxville%20--%201903%20--%20Sheet%2033.jpg
